id;prix
1;4.34230092544
2;2.96251499203
3;21.9927193136
4;34.4617520958
5;171.452982102
6;23.8425212072
7;1.93758519012
8;386.636975537
9;17.0144977625
10;8.03849949097
11;3.25659045393
12;7.73765319219
13;12.4317724832
14;6.08742442225
15;19.1066169423
16;238.109657123
17;3.91087336307
18;7.38848110593
19;3.7950560883
20;4.8533220274
21;7.46749499036
22;1.58987647471
23;24.1535951814
24;9.74317411437
25;6.43767889616
26;5.44667397256
27;3.10811629933
28;7.61619620989
29;13.1922803515
30;2.70416615659
31;9.66
32;8.17608515982
33;5.21831031814
34;15.0030338756
35;7.51022615721
36;3.50055180503
37;48.4367000346
38;23.3656672676
39;15.9943419607
40;106.400894319
41;5.96183398473
42;18.6300013774
43;1.69049962123
44;9.51249190054
45;2.69663250235
46;3.8611897472
47;33.4857744569
48;8.13302290789
49;12.0853309247
50;7.53528418709
51;6.35969276368
52;6.35999900372
53;4.64342143621
54;9.69729535333
55;141.718059455
56;3.93066133985
57;4.06457633099
58;6.35586889671
59;4.45299088255
60;13.3982549073
61;7.54934915863
62;231.82932262
63;5.77767615889
64;5.693570541
65;6.75
66;1.45231179955
67;7.46749499036
68;7.46749499036
69;31.8862902143
70;9.74317411437
71;1.30638380725
72;12.6533129903
73;6.00815661601
74;8.14556915623
75;2.86948867352
76;9.66
77;7.91388449462
78;2.23610648031
79;10.5007443207
80;7.3956903802
81;65.738926629
82;7.38848110593
83;13.0429151652
84;5.98597512882
85;7.71443775961
86;35.953228373
87;2.37663798193
88;9.28434990314
89;9.16159282168
90;18.2647779191
91;23.8418683394
92;1.9298365253
93;27.6995671919
94;1.69575675172
95;6.35998465457
96;8.32629061023
97;56.7652354799
98;11.6993166115
99;1.11224884164
100;71.262889542
101;4.01974515409
102;33.7715847101
103;91.582608492
104;2.39610983995
105;4.96314926893
106;5.17579325347
107;3.04477409064
108;19.7196674577
109;6.23414694059
110;9.02948593777
111;1.84028760865
112;4.99409215757
113;18.6100024407
114;3.10219137304
115;1.42
116;18.2647779191
117;3.16578513795
118;2.0396217954
119;6.3599827431
120;1.65765450138
121;23.8418683394
122;1.7363977671
123;26.24180419
124;187.666497299
125;4.44539125685
126;17.2734633937
127;51.3414169621
128;4.06260699746
129;18.5986676564
130;7.46749499036
131;10.9422962774
132;485.907165753
133;4.15751958508
134;20.1857492072
135;17.7578653823
136;4.01974515409
137;5.76344441648
138;17.5209199895
139;1.82493590872
140;6.62786080528
141;1.76005804397
142;3.19
143;43.0461550759
144;4.15751958508
145;6.03703622952
146;10.0266608363
147;23.4302831286
148;5.62482448676
149;18.6299953945
150;35.66533355
151;19.5198305221
152;19.1066169423
153;9.74317411437
154;1.5202417407
155;3.71073500183
156;67.2793110136
157;1.98541249179
158;2.70300749549
159;2.90738844844
160;7.93989413788
161;17.9891068949
162;1.9257014572
163;4.96314926893
164;2.64129689577
165;5.27615827093
166;3.86736911713
167;3.16400906174
168;1.72814749144
169;19.1066169423
170;13.0429151652
171;6.14634983993
172;18.6299965327
173;14.86
174;13.45
175;3.8611897472
176;11.9502105379
177;8.33225790483
178;6.34690480522
179;34.2148841559
180;65.612826242
181;23.8418683394
182;19.0279318876
183;6.36316007546
184;18.6926043173
185;108.545167804
186;3.45094068869
187;8.12969914126
188;8.6091874048
189;2.31269726979
190;39.4580890517
191;10.464466963
192;2.82140985657
193;17.6744416187
194;6.5434693229
195;6.09055123128
196;14.2779635159
197;464.834235112
198;6.55909141074
199;59.6359612843
200;45.5891288237
201;4.65271747081
202;22.5213194098
203;9.2631757655
204;4.55504813238
205;13.2957718947
206;15.1922086305
207;6.35987453845
208;9.84267390403
209;43.0041229358
210;23.9507012189
211;16.2936778379
212;2.01455163847
213;17.084970535
214;66.5265894145
215;20.929307876
216;20.6402362321
217;72.6838123464
218;13.321979064
219;33.8548422815
220;4.06079926641
221;13.321979064
222;6.13454099236
223;23.2631826954
224;5.08502855677
225;4.65271747081
226;10.1398283155
227;22.4527956084
228;8.95666964459
229;4.38754363447
230;6.45005499438
231;34.768001419
232;6.71303557274
233;3.14106196552
234;8.75640033647
235;7.16576126079
236;5.98762604576
237;7.14710849415
238;5.693570541
239;4.41593468661
240;7.21732539258
241;164.389866953
242;18.6300013774
243;3.75742646489
244;17.0194833104
245;18.598161138
246;2.18822729114
247;7.76206195922
248;8.08020729569
249;6.35586889671
250;5.66066320878
251;6.59619932647
252;1.98591290321
253;46.3966435722
254;13.8155064426
255;69.7210621235
256;11.0994668326
257;8.09287808386
258;13.1433209503
259;11.2459469396
260;2.50523809686
261;6.99104418811
262;4.76933790072
263;5.97032182093
264;3.52442921754
265;94.1541372855
266;3.5671922901
267;17.568070887
268;1.9369791626
269;5.2566355043
270;11.7975612037
271;3.74780113791
272;15.5716010977
273;1.7939137806
274;7.53785302396
275;43.0794452136
276;6.3881764499
277;6.58048794107
278;47.5124324811
279;64.0379901684
280;5.80766943724
281;62.6237376022
282;1.80711573088
283;233.301196592
284;2.01455163847
285;7.53785302396
286;6.14634983993
287;6.68436888195
288;189.181495512
289;6.61155333556
290;8.75640033647
291;13.5723387743
292;7.6683474759
293;3.05920658047
294;59.9703443465
295;6.76245956829
296;2.29980502688
297;17.9900882279
298;150.875672929
299;7.60272600011
300;4.17727070797
301;37.7632013899
302;62.4548481264
303;1.88554689261
304;59.2735544271
305;3.39218982413
306;28.5009915003
307;85.8363701865
308;6.33045636476
309;5.693570541
310;11.5126599439
311;23.71
312;18.6299804972
313;5.73847171218
314;18.0475346358
315;6.82835423578
316;2.08059367762
317;53.3733803163
318;28.7647451086
319;2.29739054046
320;4.7
321;1.4188521182
322;7.5374114544
323;13.5278775387
324;3.34239760723
325;1.9
326;3.63646609622
327;5.0630608382
328;15.0896657651
329;7.71443775961
330;18.5050157399
331;6.09724245004
332;9.98620230049
333;145.761911111
334;25.0511493514
335;15.3182758375
336;45.5891288237
337;19.1066169423
338;40.8215423325
339;17.9891068949
340;7.53528418709
341;24.3422810181
342;7.88862829737
343;5.8096296474
344;45.5212728155
345;59.9001403256
346;1.18669081188
347;1.79851469865
348;10.1053705075
349;6.09724245004
350;1.77141372348
351;6.58048794107
352;46.0240077528
353;37.1112648965
354;1.51
355;12.3472096073
356;6.51738752373
357;60.4481571223
358;8.41426001606
359;43.7429626915
360;9.74317411437
361;127.065092035
362;3.01535242831
363;3.59458940341
364;6.14634983993
365;2.10717656737
366;12.2568109686
367;3.64774612903
368;8.03849949097
369;3.75754089256
370;232.782188068
371;16.93
372;7.53785302396
373;7.02937635059
374;23.8418683394
375;3.15948103337
376;18.6929895808
